"Employee ID","DOB","DOJ","age_emp","exp_emp","Department_ID"
"IU345987","5/14/1987","4/8/2014","37","10","IDEPT3115"
"IU299274","10/23/1972","4/23/2002","50","22","IDEPT2054"
"IU482350","6/16/1986","11/22/2010","38","13","IDEPT5408"
"IU123559","7/25/1984","5/7/2012","40","12","IDEPT5881"
"IU698701","5/18/1987","12/28/2005","37","18","IDEPT4670"
"IU215930","11/23/1982","2/15/2002","41","22","IDEPT4938"
"IU191434","10/2/1981","12/3/2007","43","16","IDEPT6347"
"IU826622","7/29/1987","10/27/2008","37","14","IDEPT5109"
"IU817598","5/25/1979","7/2/2002","45","22","IDEPT1423"
"IU155569","12/6/1972","4/23/2013","51","11","IDEPT8379"
"IU390407","1/6/1981","5/9/2010","43","14","IDEPT8379"
"IU863998","12/8/1981","6/21/2001","42","23","IDEPT5109"
"IU922106","3/18/1985","3/2/2014","39","10","IDEPT3868"
"IU237580","5/1/1973","3/4/2014","51","10","IDEPT3062"
"IU241057","5/12/1986","8/24/2013","38","11","IDEPT4670"
"IU325317","2/15/1994","11/2/2009","30","14","IDEPT1825"
"IU616128","11/19/1993","1/21/2010","30","14","IDEPT1537"
"IU219814","10/20/1978","2/20/2012","44","12","IDEPT1533"
"IU715343","11/8/1972","1/6/2008","51","16","IDEPT1533"
"IU927129","2/5/1994","9/3/2008","30","16","IDEPT5528"
"IU548721","11/3/1970","7/29/2005","53","19","IDEPT8379"
"IU329263","12/5/1981","2/4/2000","42","24","IDEPT3778"
"IU585927","5/7/1981","5/27/2014","43","10","IDEPT8313"
"IU632690","1/2/1973","5/31/2008","51","16","IDEPT5528"
"IU319397","4/13/1994","6/28/2006","30","18","IDEPT5127"
"IU515736","5/19/1993","4/30/2000","31","24","IDEPT3115"
"IU933877","9/5/1976","7/1/2007","48","17","IDEPT1367"
"IU873202","9/2/1987","3/23/2012","37","12","IDEPT3115"
"IU752119","7/3/1978","11/4/2005","46","18","IDEPT2357"
"IU123411","2/3/1982","6/7/2013","42","11","IDEPT2425"
"IU825545","12/18/1976","6/21/2008","47","16","IDEPT1367"
"IU398297","3/6/1984","3/15/2002","40","22","IDEPT1825"
"IU466140","2/14/1977","4/18/2011","47","13","IDEPT7783"
"IU651561","11/15/1986","7/18/2007","37","17","IDEPT2357"
"IU132090","6/1/1974","4/26/2005","50","19","IDEPT1388"
"IU429751","5/26/1970","7/10/2011","54","13","IDEPT4055"
"IU498688","1/6/1993","3/11/2013","31","11","IDEPT4055"
"IU243623","12/19/1973","12/30/2013","50","10","IDEPT4938"
"IU739269","2/23/1984","8/22/2003","40","21","IDEPT1533"
"IU173065","11/19/1981","5/6/2006","42","18","IDEPT7783"
"IU293657","8/17/1993","4/1/2013","31","11","IDEPT5127"
"IU736531","11/22/1992","11/24/2011","31","12","IDEPT1378"
"IU146874","1/9/1982","9/25/2004","42","20","IDEPT1533"
"IU928832","11/20/1972","11/17/2006","51","17","IDEPT2425"
"IU567357","11/6/1978","4/17/2008","45","16","IDEPT3062"
"IU920159","12/20/1991","7/20/2004","32","20","IDEPT1537"
"IU428129","11/17/1976","11/6/2001","47","22","IDEPT1388"
"IU568060","9/1/1978","3/6/2014","46","10","IDEPT8379"
"IU855724","12/4/1977","9/18/2007","46","17","IDEPT1537"
"IU750151","5/23/1988","8/17/2001","36","23","IDEPT2425"
"IU527590","3/17/1974","8/22/2008","50","16","IDEPT2054"
"IU636090","1/13/1986","7/7/2002","38","22","IDEPT5881"
"IU752672","4/30/1975","5/21/2009","49","15","IDEPT5109"
"IU227724","4/4/1987","11/21/2005","37","18","IDEPT3868"
"IU827705","12/29/1976","3/31/2011","47","13","IDEPT7783"
"IU255180","1/14/1972","5/17/2010","52","14","IDEPT3778"
"IU361823","11/8/1984","3/28/2002","39","22","IDEPT1378"
"IU859418","3/13/1976","9/8/2006","48","18","IDEPT3778"
"IU386628","11/19/1987","11/16/2008","36","15","IDEPT4132"
"IU713667","4/25/1986","7/28/2007","38","17","IDEPT2601"
"IU542025","1/24/1976","12/8/1999","48","24","IDEPT1367"
"IU140338","7/21/1971","9/29/2001","53","23","IDEPT8313"
"IU763930","12/16/1978","5/22/2000","45","24","IDEPT7626"
"IU216642","4/25/1976","7/31/2002","48","22","IDEPT1378"
"IU662929","7/18/1979","8/9/2012","45","12","IDEPT8313"
"IU235093","11/27/1993","8/21/2004","30","20","IDEPT2054"
"IU784869","12/25/1992","8/27/2004","31","20","IDEPT5528"
"IU820355","9/7/1980","3/8/2009","44","15","IDEPT2601"
"IU221973","12/26/1993","1/12/2010","30","14","IDEPT5528"
"IU168958","3/30/1970","9/2/2006","54","18","IDEPT3778"
"IU578797","8/4/1991","1/23/2011","33","13","IDEPT2357"
"IU776397","6/19/1987","10/25/2003","37","19","IDEPT4055"
"IU920407","6/29/1982","3/29/2000","42","24","IDEPT1677"
"IU207444","12/6/1973","9/30/2011","50","13","IDEPT2601"
"IU625318","10/30/1971","4/6/2010","51","14","IDEPT5408"
"IU184903","7/13/1971","2/1/2012","53","12","IDEPT5408"
"IU598107","8/26/1984","9/30/2000","40","24","IDEPT2601"
"IU683857","5/24/1980","12/22/2005","44","18","IDEPT2425"
"IU661947","2/2/1988","6/27/2013","36","11","IDEPT2425"
"IU413078","11/16/1972","6/10/2005","51","19","IDEPT8313"
"IU248589","6/16/1990","4/6/2003","34","21","IDEPT1825"
"IU794640","2/17/1972","5/10/2012","52","12","IDEPT1388"
"IU612761","7/17/1994","11/15/2007","30","16","IDEPT5881"
"IU163934","10/14/1978","6/7/2013","46","11","IDEPT7005"
"IU246634","10/28/1987","5/13/2003","35","21","IDEPT5408"
"IU369805","6/30/1989","4/17/2004","35","20","IDEPT7626"
"IU994214","1/13/1991","12/3/2002","33","21","IDEPT7783"
"IU321723","5/7/1986","2/18/2005","38","19","IDEPT7626"
"IU815760","2/27/1988","12/23/2013","36","10","IDEPT7626"
"IU763815","4/14/1977","8/23/2003","47","21","IDEPT7626"
"IU612744","6/11/1990","8/25/1999","34","25","IDEPT1423"
"IU995250","6/8/1990","8/18/2001","34","23","IDEPT4670"
"IU742510","12/23/1970","10/7/2002","53","22","IDEPT2054"
"IU877835","11/26/1970","7/12/2007","53","17","IDEPT1615"
"IU726156","12/6/1972","5/20/2004","51","20","IDEPT3868"
"IU357109","1/20/1979","12/30/2000","45","23","IDEPT1615"
"IU309800","8/17/1992","11/26/2002","32","21","IDEPT1388"
"IU717028","7/9/1979","3/27/2010","45","14","IDEPT5881"
"IU338625","11/27/1987","7/21/2003","36","21","IDEPT3778"
"IU175504","3/5/1990","7/13/2013","34","11","IDEPT4670"
"IU969369","4/23/1978","11/2/2001","46","22","IDEPT5127"
"IU190368","10/19/1978","9/12/2004","46","20","IDEPT2054"
"IU529688","11/4/1987","12/2/2006","36","17","IDEPT5127"
"IU837169","7/31/1992","7/14/2008","32","16","IDEPT1423"
"IU388674","4/18/1992","4/7/2014","32","10","IDEPT3115"
"IU517560","7/26/1978","11/6/2006","46","17","IDEPT8313"
"IU470457","5/23/1981","6/24/2006","43","18","IDEPT5408"
"IU651302","10/29/1985","7/4/2010","37","14","IDEPT1388"
"IU151581","12/2/1974","5/28/2000","49","24","IDEPT1533"
"IU656073","1/28/1975","2/21/2006","49","18","IDEPT2425"
"IU136453","1/6/1980","10/21/1999","44","23","IDEPT4055"
"IU170457","5/18/1973","7/18/2007","51","17","IDEPT5109"
"IU401825","7/30/1993","4/23/2008","31","16","IDEPT2357"
"IU899277","11/5/1988","6/14/2009","35","15","IDEPT1142"
"IU427981","3/7/1981","5/16/2005","43","19","IDEPT8598"
"IU330126","8/7/1987","9/10/2004","37","20","IDEPT1615"
"IU537101","7/13/1992","3/31/2003","32","21","IDEPT1533"
"IU605891","1/14/1980","3/14/2012","44","12","IDEPT1423"
"IU252300","11/19/1986","3/21/2007","37","17","IDEPT2357"
"IU302290","8/4/1975","5/31/2004","49","20","IDEPT5408"
"IU525119","2/4/1978","7/1/2010","46","14","IDEPT3868"
"IU132172","4/16/1981","7/20/1999","43","25","IDEPT4055"
"IU313801","6/7/1986","8/8/2001","38","23","IDEPT1142"
"IU388666","2/13/1993","2/6/2007","31","17","IDEPT5528"
"IU180575","6/15/1982","9/4/2006","42","18","IDEPT3868"
"IU117698","4/30/1988","2/7/2009","36","15","IDEPT5528"
"IU243018","7/9/1982","1/14/2012","42","12","IDEPT3115"
"IU360008","10/5/1979","9/18/2001","45","23","IDEPT4055"
"IU687483","3/27/1987","9/17/2006","37","18","IDEPT1615"
"IU123462","10/23/1981","12/24/2004","41","19","IDEPT5528"
"IU452709","4/26/1972","9/16/2006","52","18","IDEPT8313"
"IU341934","2/1/1972","6/27/2000","52","24","IDEPT6347"
"IU813724","11/24/1981","10/28/2000","42","22","IDEPT7783"
"IU264087","4/22/1976","11/26/2001","48","22","IDEPT2357"
"IU994689","8/25/1993","3/26/2005","31","19","IDEPT5109"
"IU332671","8/3/1973","8/19/2003","51","21","IDEPT1615"
"IU141872","12/30/1981","9/17/2005","42","19","IDEPT7783"
"IU981557","10/30/1981","1/24/2014","41","10","IDEPT1378"
"IU978568","11/2/1970","10/22/2010","53","12","IDEPT4132"
"IU692670","3/3/1977","6/21/2008","47","16","IDEPT5408"
"IU769461","8/9/1973","12/27/2004","51","19","IDEPT5881"
"IU495951","1/12/1979","7/21/2008","45","16","IDEPT5109"
"IU280711","2/16/1992","8/20/2002","32","22","IDEPT1388"
"IU939315","7/7/1990","10/19/2004","34","20","IDEPT1537"
"IU508882","2/25/1993","4/18/2006","31","18","IDEPT5109"
"IU606440","2/14/1970","3/14/2003","54","21","IDEPT1367"
"IU493308","4/9/1990","7/31/2011","34","13","IDEPT4670"
"IU862282","7/27/1980","5/22/2005","44","19","IDEPT1388"
"IU735889","8/27/1981","12/1/2012","43","11","IDEPT5109"
"IU210386","11/30/1988","7/15/2007","35","17","IDEPT3115"
"IU420817","10/27/1973","12/29/2003","49","20","IDEPT2425"
"IU676965","6/14/1978","8/28/1999","46","25","IDEPT4132"
"IU668015","7/5/1994","5/19/2013","30","11","IDEPT1367"
"IU188961","5/5/1973","8/25/2011","51","13","IDEPT1367"
"IU735338","8/25/1969","4/25/2010","55","14","IDEPT2357"
"IU206620","12/2/1981","1/15/2006","42","18","IDEPT1142"
"IU804279","3/26/1987","9/11/2013","37","11","IDEPT1378"
"IU148710","1/31/1972","10/23/1999","52","23","IDEPT8379"
"IU925003","9/14/1972","5/2/2003","52","21","IDEPT1367"
"IU265380","4/21/1991","7/26/2012","33","12","IDEPT1677"
"IU967952","8/23/1980","7/31/2007","44","17","IDEPT3868"
"IU185809","2/25/1972","9/16/2008","52","16","IDEPT4670"
"IU686897","7/20/1976","12/14/2005","48","18","IDEPT8598"
"IU181001","9/17/1986","11/13/2006","38","17","IDEPT2601"
"IU612137","1/7/1982","3/31/2012","42","12","IDEPT1142"
"IU131224","12/31/1984","8/17/2007","39","17","IDEPT3778"
"IU569109","12/5/1981","6/29/2005","42","19","IDEPT5109"
"IU799895","6/3/1978","1/19/2008","46","16","IDEPT8379"
"IU839795","8/11/1976","6/22/2000","48","24","IDEPT1677"
"IU417180","1/12/1970","11/2/2002","54","21","IDEPT2357"
"IU210927","1/12/1979","7/20/2010","45","14","IDEPT4055"
"IU206105","6/23/1989","9/25/2001","35","23","IDEPT7783"
"IU383907","8/13/1990","4/15/2013","34","11","IDEPT1367"
"IU583972","7/23/1986","5/9/2008","38","16","IDEPT3778"
"IU653615","2/14/1994","3/12/2004","30","20","IDEPT1388"
"IU556080","12/16/1984","12/20/2009","39","14","IDEPT1825"
"IU684832","1/19/1988","2/14/2001","36","23","IDEPT1367"
"IU502086","3/23/1975","7/27/2013","49","11","IDEPT5109"
"IU243903","9/3/1993","6/7/2002","31","22","IDEPT4670"
"IU140464","9/19/1970","10/5/2009","54","15","IDEPT5408"
"IU828483","8/29/1989","4/30/2007","35","17","IDEPT8313"
"IU542528","4/18/1988","11/20/2000","36","23","IDEPT2601"
"IU791247","11/11/1977","9/14/2008","46","16","IDEPT1615"
"IU899908","6/29/1986","10/24/2006","38","16","IDEPT1142"
"IU682435","11/8/1985","8/6/2009","38","15","IDEPT1533"
"IU258875","1/12/1983","10/14/2002","41","22","IDEPT3115"
"IU137365","8/24/1977","7/3/2000","47","24","IDEPT4938"
"IU679069","4/6/1978","12/18/2009","46","14","IDEPT5528"
"IU139924","9/12/1982","6/6/2010","42","14","IDEPT2054"
"IU124936","4/3/1973","12/25/1999","51","24","IDEPT1615"
"IU495263","5/3/1979","1/3/2011","45","13","IDEPT3868"
"IU344433","9/11/1991","6/26/2002","33","22","IDEPT1615"
"IU186037","8/25/1975","4/7/2009","49","15","IDEPT7626"
"IU895618","8/14/1971","8/3/2006","53","18","IDEPT4938"
"IU231832","10/13/1983","7/6/2002","41","22","IDEPT8379"
"IU420314","7/26/1971","4/25/2011","53","13","IDEPT3868"
"IU539590","7/28/1993","3/30/2000","31","24","IDEPT1533"
"IU283470","3/25/1971","12/2/2005","53","18","IDEPT5881"
"IU351717","4/14/1982","4/14/2005","42","19","IDEPT1615"
"IU644580","5/3/1972","4/28/2002","52","22","IDEPT5109"
"IU573587","1/1/1977","5/16/2012","47","12","IDEPT1533"
"IU567359","5/13/1981","3/16/2000","43","24","IDEPT6347"
"IU967211","2/10/1977","4/18/2008","47","16","IDEPT8313"
"IU861400","7/27/1980","1/6/2005","44","19","IDEPT4670"
"IU272917","10/6/1990","9/22/2010","34","14","IDEPT3115"
"IU414718","2/23/1984","1/5/2000","40","24","IDEPT4938"
"IU823705","12/9/1979","11/9/2002","44","21","IDEPT4670"
"IU933244","12/28/1991","4/5/2001","32","23","IDEPT1142"
"IU911746","6/30/1979","4/27/2014","45","10","IDEPT5528"
"IU216929","1/9/1993","2/7/2004","31","20","IDEPT1388"
"IU278688","12/28/1979","10/23/2011","44","11","IDEPT4670"
"IU533233","6/14/1980","7/20/1999","44","25","IDEPT4132"
"IU603202","7/26/1987","12/29/2004","37","19","IDEPT5408"
"IU982994","12/21/1974","8/27/2002","49","22","IDEPT8379"
"IU570214","8/12/1984","9/1/2009","40","15","IDEPT5881"
"IU683287","10/2/1992","1/28/2010","32","14","IDEPT2425"
"IU330110","11/25/1992","6/10/2008","31","16","IDEPT2357"
"IU800340","4/24/1972","5/6/2011","52","13","IDEPT5408"
"IU892357","4/25/1970","4/15/2007","54","17","IDEPT5109"
"IU358048","10/2/1992","9/21/2005","32","19","IDEPT7783"
"IU747393","4/3/1983","8/22/2007","41","17","IDEPT4670"
"IU383656","6/26/1994","4/23/2001","30","23","IDEPT1533"
"IU725181","7/10/1982","2/24/2001","42","23","IDEPT1677"
"IU312786","2/1/1992","9/18/2001","32","23","IDEPT3778"
"IU889347","12/30/1971","10/24/2005","52","17","IDEPT8598"
"IU184696","1/11/1987","9/24/2003","37","21","IDEPT7626"
"IU564750","10/24/1988","4/2/2009","34","15","IDEPT7783"
"IU498964","6/3/1972","6/24/2007","52","17","IDEPT1537"
"IU268125","9/19/1988","8/27/2009","36","15","IDEPT3115"
"IU881669","7/17/1978","5/18/2004","46","20","IDEPT2357"
"IU312832","11/4/1980","12/24/2012","43","11","IDEPT4670"
"IU362922","6/19/1987","9/26/2001","37","23","IDEPT6347"
"IU185367","4/2/1971","4/22/2001","53","23","IDEPT7005"
"IU292300","10/15/1987","2/8/2014","37","10","IDEPT1825"
"IU428107","6/23/1991","6/17/2004","33","20","IDEPT1615"
"IU292460","7/12/1990","2/24/2005","34","19","IDEPT7005"
"IU647093","9/18/1992","4/6/2001","32","23","IDEPT1142"
"IU685928","8/11/1988","8/29/2000","36","24","IDEPT8598"
"IU621337","8/30/1976","3/30/2006","48","18","IDEPT4055"
"IU172247","5/23/1971","2/26/2005","53","19","IDEPT3778"
"IU452249","6/3/1991","7/6/2001","33","23","IDEPT8313"
"IU369201","1/21/1972","11/19/2007","52","16","IDEPT5881"
"IU809115","2/1/1973","6/20/2001","51","23","IDEPT8313"
"IU262644","7/26/1992","5/12/2013","32","11","IDEPT7783"
"IU674728","6/21/1970","1/22/2001","54","23","IDEPT8598"
"IU978644","11/16/1986","11/19/2009","37","14","IDEPT2601"
"IU366586","8/24/1975","6/17/2006","49","18","IDEPT5109"
"IU633408","2/14/1982","4/2/2007","42","17","IDEPT1367"
"IU917540","12/18/1978","6/18/2004","45","20","IDEPT5881"
"IU430993","10/11/1990","1/26/2003","34","21","IDEPT2054"
"IU239143","12/15/1987","7/21/2009","36","15","IDEPT1533"
"IU989035","1/13/1971","6/8/2011","53","13","IDEPT1537"
"IU855598","2/8/1986","2/11/2003","38","21","IDEPT5528"
"IU738031","3/17/1989","7/1/2005","35","19","IDEPT4055"
"IU444951","7/5/1983","11/23/2000","41","23","IDEPT2601"
"IU783461","5/6/1971","1/25/2007","53","17","IDEPT1378"
"IU212636","9/20/1993","2/27/2003","31","21","IDEPT6347"
"IU465873","10/15/1969","11/12/2008","55","15","IDEPT2054"
"IU469222","5/25/1985","4/28/2013","39","11","IDEPT5881"
"IU689487","6/17/1984","1/6/2014","40","10","IDEPT5881"
"IU621925","8/10/1972","3/20/2002","52","22","IDEPT5127"
"IU911771","9/13/1971","6/16/2014","53","10","IDEPT1423"
"IU702448","12/14/1985","6/4/2005","38","19","IDEPT2357"
"IU772006","12/4/1988","12/23/2003","35","20","IDEPT5881"
"IU973982","12/24/1985","8/18/2010","38","14","IDEPT4132"
"IU444712","9/15/1991","3/10/2004","33","20","IDEPT5528"
"IU207584","12/14/1990","1/3/2011","33","13","IDEPT2425"
"IU885654","4/16/1983","4/14/2008","41","16","IDEPT1388"
"IU609673","2/3/1982","8/8/2000","42","24","IDEPT5528"
"IU209964","5/4/1976","5/19/2002","48","22","IDEPT1142"
"IU311953","5/16/1982","11/5/2007","42","16","IDEPT5109"
"IU184371","4/3/1988","1/24/2010","36","14","IDEPT8313"
"IU214879","6/21/1988","12/10/2008","36","15","IDEPT7626"
"IU834269","4/24/1976","10/18/2000","48","24","IDEPT5528"
"IU201665","11/8/1988","7/22/2013","35","11","IDEPT1423"
"IU754097","2/4/1994","5/20/2014","30","10","IDEPT8598"
"IU281793","6/6/1970","1/25/2002","54","22","IDEPT8598"
"IU523913","1/8/1992","12/11/2005","32","18","IDEPT5528"
"IU619477","10/12/1982","4/5/2014","42","10","IDEPT1615"
"IU460526","9/20/1993","1/27/2005","31","19","IDEPT4938"
"IU605873","5/30/1990","7/31/2003","34","21","IDEPT8379"
"IU291184","6/21/1991","3/3/2010","33","14","IDEPT1537"
"IU758967","6/18/1984","12/3/2010","40","13","IDEPT2054"
"IU136562","7/25/1988","5/17/2003","36","21","IDEPT6347"
"IU265603","12/26/1973","9/3/2009","50","15","IDEPT3778"
"IU347145","3/2/1973","6/20/2013","51","11","IDEPT8379"
"IU713573","12/27/1985","5/12/2003","38","21","IDEPT8598"
"IU419541","6/25/1988","5/10/2001","36","23","IDEPT1825"
"IU342000","6/4/1985","2/26/2007","39","17","IDEPT3115"
"IU508884","6/20/1974","11/24/2004","50","19","IDEPT1367"
"IU820593","6/27/1994","9/20/1999","30","25","IDEPT2425"
"IU773440","5/4/1989","3/12/2000","35","24","IDEPT5881"
"IU149457","10/12/1986","4/4/2000","38","24","IDEPT4938"
"IU745611","4/22/1985","4/25/2010","39","14","IDEPT3062"
"IU808348","12/14/1969","2/23/2001","54","23","IDEPT3062"
"IU216145","10/13/1993","4/29/2006","31","18","IDEPT1378"
"IU244735","9/5/1991","12/30/2010","33","13","IDEPT5881"
"IU328947","2/7/1985","12/7/2002","39","21","IDEPT7005"
"IU756505","2/21/1983","7/25/2009","41","15","IDEPT4132"
"IU933212","3/8/1982","9/1/2001","42","23","IDEPT7005"
"IU849945","6/7/1972","1/29/2008","52","16","IDEPT5109"
"IU843284","3/19/1981","7/8/2013","43","11","IDEPT1423"
"IU161728","11/23/1973","11/6/2011","50","12","IDEPT3062"
"IU222518","5/10/1987","8/25/2002","37","22","IDEPT1378"
"IU328218","1/11/1976","1/13/2005","48","19","IDEPT1423"
"IU363158","8/1/1970","2/14/2014","54","10","IDEPT5127"
"IU766289","3/19/1979","4/2/2000","45","24","IDEPT8313"
"IU724113","3/9/1971","12/22/2004","53","19","IDEPT8313"
"IU777548","12/31/1987","10/20/2009","36","13","IDEPT4055"
"IU716739","5/30/1979","5/15/2007","45","17","IDEPT8598"
"IU346406","3/2/1990","9/10/2008","34","16","IDEPT1367"
"IU123688","11/19/1981","9/30/2010","42","14","IDEPT4670"
"IU147959","2/23/1977","5/12/2003","47","21","IDEPT4938"
"IU355955","1/16/1976","1/27/2008","48","16","IDEPT8313"
"IU370004","8/1/1978","3/28/2014","46","10","IDEPT7005"
"IU469282","2/15/1983","5/2/2008","41","16","IDEPT1388"
"IU239081","12/2/1991","11/12/2002","32","21","IDEPT1537"
"IU819618","12/22/1974","12/17/2003","49","20","IDEPT8379"
"IU701692","9/12/1988","3/26/2010","36","14","IDEPT3062"
"IU127170","10/23/1990","7/13/2008","32","16","IDEPT7783"
"IU637845","11/11/1973","2/16/2001","50","23","IDEPT3115"
"IU847613","10/17/1975","2/9/2007","49","17","IDEPT3062"
"IU325646","12/16/1985","6/13/2012","38","12","IDEPT3115"
"IU127182","10/11/1982","3/17/2009","42","15","IDEPT4938"
"IU921974","4/22/1980","4/20/2006","44","18","IDEPT1677"
"IU719669","3/15/1971","9/8/2007","53","17","IDEPT1615"
"IU843807","10/20/1977","9/21/2002","45","22","IDEPT8379"
"IU922538","11/5/1990","8/29/2010","33","14","IDEPT7783"
"IU834872","12/18/1984","6/29/2001","39","23","IDEPT5528"
"IU659166","8/18/1992","4/27/2007","32","17","IDEPT1615"
"IU650599","10/10/1973","7/3/2004","51","20","IDEPT5528"
"IU477466","1/29/1979","7/7/2013","45","11","IDEPT3115"
"IU806804","12/26/1973","6/27/2004","50","20","IDEPT4670"
"IU238243","5/26/1982","7/18/2009","42","15","IDEPT4670"
